Category,Sub-Category,Sub Sub-Category,Twitter Username
 media,printed-media,No Sub Sub-Category,Excelsior
 media,printed-media,No Sub Sub-Category,GlamourMex
 media,printed-media,No Sub Sub-Category,LaJornada
 media,printed-media,No Sub Sub-Category,record_mexico
 media,radio-media,No Sub Sub-Category,los40mx
 media,radio-media,No Sub Sub-Category,NoticiasMVS
 media,radio-media,No Sub Sub-Category,977_fm
 media,radio-media,No Sub Sub-Category,Reactor105
 media,radio-media,No Sub Sub-Category,ExaFM
 media,radio-media,No Sub Sub-Category,Ibero909FM
 media,radio-media,No Sub Sub-Category,ESPNRF
 media,radio-media,No Sub Sub-Category,alfa913fm
 media,radio-media,No Sub Sub-Category,kebuenaoficial
 media,radio-media,No Sub Sub-Category,laz1073
 media,tv-channels,No Sub Sub-Category,TD_Deportes
 media,tv-channels,No Sub Sub-Category,CNNMex
 media,tv-channels,No Sub Sub-Category,tvtelehit
 media,tv-channels,No Sub Sub-Category,NTelevisa_com
 media,tv-channels,No Sub Sub-Category,AztecaDeportes
 media,tv-channels,No Sub Sub-Category,multimediostv
 media,tv-channels,No Sub Sub-Category,Azteca
 media,tv-channels,No Sub Sub-Category,Foro_TV
 media,tv-channels,No Sub Sub-Category,tdn_twit
 media,tv-channels,No Sub Sub-Category,TvBandamax
 media,web-portal,No Sub Sub-Category,googlemexico
 media,web-portal,No Sub Sub-Category,YahooMx
 place,city,No Sub Sub-Category,ObservadorDeJAL
 place,city,No Sub Sub-Category,ZapopanGobierno
 place,city,No Sub Sub-Category,PuertoVallarta
 place,city,No Sub Sub-Category,AcapulcoGob
 place,city,No Sub Sub-Category,Del_Coyoacan
 place,city,No Sub Sub-Category,ViveQueretaro
 place,city,No Sub Sub-Category,SanPedroNL
 place,city,No Sub Sub-Category,mexicaliorg
 place,city,No Sub Sub-Category,socialmty
 place,city,No Sub Sub-Category,SanMiguelMB
 place,country,No Sub Sub-Category,VisitMex
 place,country,No Sub Sub-Category,trafico889
 place,country,No Sub Sub-Category,TimeOutMexico
 place,country,No Sub Sub-Category,mexico
 place,country,No Sub Sub-Category,TurismoNL
 place,country,No Sub Sub-Category,MexicoTourismBd
 place,country,No Sub Sub-Category,VisiteoMexico
 place,country,No Sub Sub-Category,DescubreeuaMX
 place,country,No Sub Sub-Category,VisitMexicoLA
 place,country,No Sub Sub-Category,GuanajuatoMex
 place,cultural-center,No Sub Sub-Category,bellasartesinba
 place,cultural-center,No Sub Sub-Category,AuditorioMx
 place,cultural-center,No Sub Sub-Category,MUNALmx
 place,cultural-center,No Sub Sub-Category,MuseoCDMX
 place,cultural-center,No Sub Sub-Category,mbellasartes
 place,cultural-center,No Sub Sub-Category,muac_unam
 place,cultural-center,No Sub Sub-Category,museotamayo
 place,cultural-center,No Sub Sub-Category,DoloresOlmedo
 place,cultural-center,No Sub Sub-Category,PalacioOficial
 place,cultural-center,No Sub Sub-Category,el_mayer
 place,medical-center,No Sub Sub-Category,VisionOcularMty
 place,medical-center,No Sub Sub-Category,bienestamx
 place,medical-center,No Sub Sub-Category,LabPolanco
 place,medical-center,No Sub Sub-Category,Hospitaria
 place,medical-center,No Sub Sub-Category,MedicaSurOfi
 place,medical-center,No Sub Sub-Category,chopo_cercadeti
 place,medical-center,No Sub Sub-Category,CryoCellMexico
 place,medical-center,No Sub Sub-Category,depilitegold
 place,medical-center,No Sub Sub-Category,ClinicadelaVoz
 place,medical-center,No Sub Sub-Category,HospitalTeleton
 place,night-life,No Sub Sub-Category,elimperialclub
 place,night-life,No Sub Sub-Category,caraduramx
 place,night-life,No Sub Sub-Category,LimantourMX
 place,night-life,No Sub Sub-Category,oldjacks
 place,night-life,No Sub Sub-Category,taraenlaroma
 place,night-life,No Sub Sub-Category,BakkhosMX
 place,night-life,No Sub Sub-Category,BarezzitoSurGDL
 place,night-life,No Sub Sub-Category,LosAngelesSalon
 place,restaurant-cafe,No Sub Sub-Category,redlobstermx
 place,restaurant-cafe,No Sub Sub-Category,MorimotoMex
 place,restaurant-cafe,No Sub Sub-Category,BeefbarMexico
 place,restaurant-cafe,No Sub Sub-Category,DonBatiz
 place,restaurant-cafe,No Sub Sub-Category,MariaBonitaCR
 place,restaurant-cafe,No Sub Sub-Category,BiceBistroMX
 place,restaurant-cafe,No Sub Sub-Category,paktiadgo
 place,restaurant-cafe,No Sub Sub-Category,LaGruta
 place,restaurant-cafe,No Sub Sub-Category,MrBrownMty
 place,restaurant-cafe,No Sub Sub-Category,lapescasatelite
 place,shopping-center,No Sub Sub-Category,palaciohierro
 place,shopping-center,No Sub Sub-Category,GaleriasGdl
 place,shopping-center,No Sub Sub-Category,AntaraFashion
 place,shopping-center,No Sub Sub-Category,GaleriasVO
 place,shopping-center,No Sub Sub-Category,Perisur
 place,shopping-center,No Sub Sub-Category,OutletPuebla
 place,shopping-center,No Sub Sub-Category,paseo_altozano
 place,shopping-center,No Sub Sub-Category,AnteaMx
 place,shopping-center,No Sub Sub-Category,PlazaFiestaMx
 place,shopping-center,No Sub Sub-Category,LaGranPlazaGDL
 society,csr,No Sub Sub-Category,SomosCocaCola
 society,csr,No Sub Sub-Category,FBBVABancomer
 society,csr,No Sub Sub-Category,fundaciontelmex
 society,csr,No Sub Sub-Category,FTelefonicaMX
 society,csr,No Sub Sub-Category,Fandelagua
 society,csr,No Sub Sub-Category,autismoteleton
 society,csr,No Sub Sub-Category,FundacionPfizer
 society,csr,No Sub Sub-Category,CRITPuebla
 society,csr,No Sub Sub-Category,carreratelcel
 society,education,No Sub Sub-Category,SismologicoMX
 society,education,No Sub Sub-Category,UNAM_MX
 society,education,No Sub Sub-Category,CulturaUNAM
 society,education,No Sub Sub-Category,CCCMexico
 society,education,No Sub Sub-Category,IPN_MX
 society,education,No Sub Sub-Category,TecdeMonterrey
 society,education,No Sub Sub-Category,ButacaUNAM
 society,education,No Sub Sub-Category,udg_oficial
 society,education,No Sub Sub-Category,musicaunam
 society,education,No Sub Sub-Category,uanl
 society,governmental,No Sub Sub-Category,PresidenciaMX
 society,governmental,No Sub Sub-Category,gobrep
 society,governmental,No Sub Sub-Category,CinetecaMexico
 society,governmental,No Sub Sub-Category,Conaculta
 society,governmental,No Sub Sub-Category,GobiernoDF
 society,governmental,No Sub Sub-Category,Profeco
 society,governmental,No Sub Sub-Category,SSP_CDMX
 society,governmental,No Sub Sub-Category,SEGOB_mx
 society,governmental,No Sub Sub-Category,CAPUFE
 society,governmental,No Sub Sub-Category,Infonavit
 society,ngo,No Sub Sub-Category,INEMexico
 society,ngo,No Sub Sub-Category,greenpeacemx
 society,ngo,No Sub Sub-Category,TeletonMexico
 society,ngo,No Sub Sub-Category,UNICEFMexico
 society,ngo,No Sub Sub-Category,UNESCOMexico
 society,ngo,No Sub Sub-Category,Tu_IMSS
 society,ngo,No Sub Sub-Category,CINUmexico
 society,ngo,No Sub Sub-Category,AIMexico
 society,ngo,No Sub Sub-Category,oxfammexico
 society,ngo,No Sub Sub-Category,donaenvida
 society,politics,No Sub Sub-Category,EPN
 society,politics,No Sub Sub-Category,FelipeCalderon
 society,politics,No Sub Sub-Category,lopezobrador_
 society,politics,No Sub Sub-Category,ManceraMiguelMX
 society,politics,No Sub Sub-Category,m_ebrard
 society,politics,No Sub Sub-Category,JosefinaVM
 society,politics,No Sub Sub-Category,Javier_Alarcon_
 society,politics,No Sub Sub-Category,RoyCampos
 society,politics,No Sub Sub-Category,osoriochong
 society,politics,No Sub Sub-Category,LVidegaray
 society,professional-association,No Sub Sub-Category,SnteNacional
 society,professional-association,No Sub Sub-Category,Coparmex
 society,professional-association,No Sub Sub-Category,AmapMx
 society,professional-association,No Sub Sub-Category,AmaproMx
 society,professional-association,No Sub Sub-Category,procab_mexico
 sport,sport-club,No Sub Sub-Category,miseleccionmx
 sport,sport-club,No Sub Sub-Category,Chivas
 sport,sport-club,No Sub Sub-Category,CF_America
 sport,sport-club,No Sub Sub-Category,LIGABancomerMX
 sport,sport-club,No Sub Sub-Category,Cruz_Azul_FC
 sport,sport-club,No Sub Sub-Category,PumasMX
 sport,sport-club,No Sub Sub-Category,Rayados
 sport,sport-club,No Sub Sub-Category,TigresOficial
 sport,sport-club,No Sub Sub-Category,America_FC
 sport,sport-club,No Sub Sub-Category,clubleonfc
 sport,sport-event,No Sub Sub-Category,JVeracruz2014
 sport,sport-event,No Sub Sub-Category,NASCARmxOficial
 sport,sport-event,No Sub Sub-Category,SpartanRaceMex
 sport,sport-event,No Sub Sub-Category,TheColorRunMEX
 sport,sport-event,No Sub Sub-Category,UnbreakableMX
 sport,sport-event,No Sub Sub-Category,LOIMX
 sport,sport-event,No Sub Sub-Category,UMXCrossfit
 sport,sport-organization,No Sub Sub-Category,FMF
 sport,sport-organization,No Sub Sub-Category,nflmx
 sport,sport-organization,No Sub Sub-Category,luchalibreaaa
 sport,sport-organization,No Sub Sub-Category,LMPbeisbol
 sport,sport-organization,No Sub Sub-Category,totalrunning
 sport,sport-organization,No Sub Sub-Category,emocionD
 sport,sport-organization,No Sub Sub-Category,NBAMEX
 sport,sport-organization,No Sub Sub-Category,wwe_mex
 sport,sport-organization,No Sub Sub-Category,asdeporte
 sport,sport-organization,No Sub Sub-Category,COM_Mexico
